,ID_Sample,Sample Name,ID_Analyses,geographic location (longitude),"geographic location (country and/or sea,region)",environment (biome),environment (feature),environment (material),environmental package,elevation,geographic location (latitude),instrument model,ENA checklist,last update date,host,host scientific name
244,ERS1300868,Bulk soil W1514 MS00239,MGYA00261880,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
245,ERS1300869,Bulk soil W1514 MS00240,MGYA00261881,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
246,ERS1300870,Bulk soil W1514 MS00241,MGYA00261882,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
247,ERS1300871,Bulk soil Nipponbare MS00242,MGYA00261883,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
248,ERS1300872,Bulk soil Nipponbare MS00243,MGYA00261884,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
249,ERS1300873,Bulk soil Nipponbare MS00244,MGYA00261885,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
250,ERS1300874,Bulk soil Nipponbare MS00245,MGYA00261886,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
251,ERS1300875,Bulk soil Nipponbare MS00246,MGYA00261887,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
252,ERS1300876,Bulk soil Nipponbare MS00247,MGYA00261888,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
253,ERS1300877,Bulk soil Nipponbare MS00248,MGYA00261889,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
254,ERS1300878,Bulk soil Nipponbare MS00249,MGYA00261890,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
255,ERS1300879,Bulk soil Nipponbare MS00250,MGYA00261891,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
256,ERS1300880,Bulk soil Nipponbare MS00251,MGYA00261892,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
257,ERS1300881,Bulk soil Nipponbare MS00252,MGYA00261893,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
258,ERS1300882,Bulk soil Nipponbare MS00253,MGYA00261894,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
259,ERS1300883,Bulk soil Nipponbare MS00254,MGYA00261895,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
260,ERS1300884,Bulk soil Nipponbare MS00255,MGYA00261896,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
261,ERS1300885,Bulk soil Nipponbare MS00256,MGYA00261897,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
262,ERS1300886,Bulk soil Nipponbare MS00257,MGYA00261898,138.937,Japan;GAZ:Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
263,ERS1300887,Bulk soil Nipponbare MS00258,MGYA00261899,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
264,ERS1300888,Bulk soil Nipponbare MS00259,MGYA00261900,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
265,ERS1300889,Bulk soil Nipponbare MS00260,MGYA00261901,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
266,ERS1300890,Bulk soil Nipponbare MS00261,MGYA00261902,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
267,ERS1300891,Bulk soil Nipponbare MS00262,MGYA00261903,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
268,ERS1300892,Bulk soil Nipponbare MS00263,MGYA00261904,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
269,ERS1300893,Bulk soil Nipponbare MS00264,MGYA00261905,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
270,ERS1300894,Bulk soil Nipponbare MS00265,MGYA00261906,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
271,ERS1300895,Bulk soil Nipponbare MS00266,MGYA00261907,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
272,ERS1300896,Bulk soil Nipponbare MS00267,MGYA00261908,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
273,ERS1300897,Bulk soil Nipponbare MS00268,MGYA00261909,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
274,ERS1300898,Bulk soil Nipponbare MS00269,MGYA00261910,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
275,ERS1300899,Bulk soil Nipponbare MS00270,MGYA00261911,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
276,ERS1300900,Bulk soil Nipponbare MS00271,MGYA00261912,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
277,ERS1300901,Bulk soil Nipponbare MS00272,MGYA00261913,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
278,ERS1300902,Bulk soil Nipponbare MS00273,MGYA00261914,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
279,ERS1300903,Bulk soil Nipponbare MS00274,MGYA00261915,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
280,ERS1300904,Bulk soil Nipponbare MS00275,MGYA00261916,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
281,ERS1300905,Bulk soil Nipponbare MS00276,MGYA00261917,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
282,ERS1300906,Bulk soil Nipponbare MS00277,MGYA00261918,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
283,ERS1300907,Bulk soil Nipponbare MS00278,MGYA00261919,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
284,ERS1300908,Bulk soil Nipponbare MS00279,MGYA00261920,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
285,ERS1300909,Bulk soil Nipponbare MS00280,MGYA00261921,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
286,ERS1300910,Bulk soil Nipponbare MS00281,MGYA00261922,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
287,ERS1300911,Bulk soil 93-11 MS00282,MGYA00261923,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
288,ERS1300912,Bulk soil 93-11 MS00283,MGYA00261924,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
289,ERS1300913,Bulk soil 93-11 MS00284,MGYA00261925,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
290,ERS1300914,Bulk soil 93-11 MS00285,MGYA00261926,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
291,ERS1300915,Bulk soil 93-11 MS00286,MGYA00261927,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
292,ERS1300916,Bulk soil 93-11 MS00287,MGYA00261928,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
293,ERS1300917,Bulk soil 93-11 MS00288,MGYA00261929,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
294,ERS1300918,Bulk soil 93-11 MS00289,MGYA00261930,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
295,ERS1300919,Bulk soil 93-11 MS00290,MGYA00261931,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
296,ERS1300920,Bulk soil 93-11 MS00291,MGYA00261932,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
297,ERS1300921,Bulk soil kasalath MS00292,MGYA00261933,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
298,ERS1300922,Bulk soil kasalath MS00293,MGYA00261934,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
299,ERS1300923,Bulk soil kasalath MS00294,MGYA00261935,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
300,ERS1300924,Bulk soil kasalath MS00295,MGYA00261936,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
301,ERS1300925,Bulk soil kasalath MS00296,MGYA00261937,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
302,ERS1300926,Bulk soil kasalath MS00297,MGYA00261938,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
303,ERS1300927,Bulk soil kasalath MS00298,MGYA00261939,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
304,ERS1300928,Bulk soil kasalath MS00299,MGYA00261940,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
305,ERS1300929,Bulk soil kasalath MS00300,MGYA00261941,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
306,ERS1300930,Bulk soil kasalath MS00301,MGYA00261942,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
307,ERS1300931,Bulk soil W106 MS00302,MGYA00261943,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
308,ERS1300932,Bulk soil W106 MS00303,MGYA00261944,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
309,ERS1300933,Bulk soil W106 MS00304,MGYA00261945,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
310,ERS1300934,Bulk soil W106 MS00305,MGYA00261946,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
311,ERS1300935,Bulk soil W106 MS00306,MGYA00261947,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
312,ERS1300936,Bulk soil W106 MS00307,MGYA00261948,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
313,ERS1300937,Bulk soil W106 MS00308,MGYA00261949,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
314,ERS1300938,Bulk soil W106 MS00309,MGYA00261950,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
315,ERS1300939,Bulk soil W106 MS00310,MGYA00261951,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
316,ERS1300940,Bulk soil W106 MS00311,MGYA00261952,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
317,ERS1300941,Bulk soil W1514 MS00312,MGYA00261953,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
318,ERS1300942,Bulk soil W1514 MS00313,MGYA00261954,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
319,ERS1300943,Bulk soil W1514 MS00314,MGYA00261955,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
320,ERS1300944,Bulk soil W1514 MS00315,MGYA00261956,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
321,ERS1300945,Bulk soil W1514 MS00316,MGYA00261957,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
322,ERS1300946,Bulk soil W1514 MS00317,MGYA00261958,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
323,ERS1300947,Bulk soil W1514 MS00318,MGYA00261959,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
324,ERS1300948,Bulk soil W1514 MS00319,MGYA00261960,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
325,ERS1300949,Bulk soil W1514 MS00320,MGYA00261961,138.937,GAZ:Japan;Japan,cropland biome,alluvial paddy field soil,soil,soil,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
326,ERS1300950,water unknown MS00321,MGYA00261962,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
327,ERS1300951,water unknown MS00322,MGYA00261963,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
328,ERS1300952,water unknown MS00323,MGYA00261964,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
329,ERS1300953,water unknown MS00324,MGYA00261965,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
330,ERS1300954,water unknown MS00325,MGYA00261966,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
331,ERS1300955,water unknown MS00326,MGYA00261967,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
332,ERS1300956,water unknown MS00327,MGYA00261968,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
333,ERS1300957,water unknown MS00328,MGYA00261969,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
334,ERS1300958,water unknown MS00329,MGYA00261970,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
335,ERS1300959,water unknown MS00330,MGYA00261971,138.937,GAZ:Japan;Japan,cropland biome,rice field,fresh water,fresh water,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
336,ERS1300960,rhizosphere Nipponbare MS00331,MGYA00261972,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
337,ERS1300961,rhizosphere Nipponbare MS00332,MGYA00261973,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
338,ERS1300962,rhizosphere Nipponbare MS00333,MGYA00261974,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
339,ERS1300963,rhizosphere Nipponbare MS00334,MGYA00261975,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
340,ERS1300964,rhizosphere Nipponbare MS00335,MGYA00261976,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
341,ERS1300965,rhizosphere Nipponbare MS00336,MGYA00261977,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
342,ERS1300966,rhizosphere Nipponbare MS00337,MGYA00261978,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
343,ERS1300967,rhizosphere Nipponbare MS00338,MGYA00261979,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
344,ERS1300968,rhizosphere Nipponbare MS00339,MGYA00261980,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
345,ERS1300969,rhizosphere Nipponbare MS00340,MGYA00261981,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
346,ERS1300970,rhizosphere 93-11 MS00341,MGYA00261982,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
347,ERS1300971,rhizosphere 93-11 MS00342,MGYA00261983,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
348,ERS1300972,rhizosphere 93-11 MS00343,MGYA00261984,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
349,ERS1300973,rhizosphere 93-11 MS00344,MGYA00261985,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
350,ERS1300974,rhizosphere 93-11 MS00345,MGYA00261986,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
351,ERS1300975,rhizosphere 93-11 MS00346,MGYA00261987,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
352,ERS1300976,rhizosphere 93-11 MS00347,MGYA00261988,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
353,ERS1300977,rhizosphere 93-11 MS00348,MGYA00261989,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
354,ERS1300978,rhizosphere 93-11 MS00349,MGYA00261990,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
355,ERS1300979,rhizosphere 93-11 MS00350,MGYA00261991,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
356,ERS1300980,rhizosphere kasalath MS00351,MGYA00261992,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
357,ERS1300981,rhizosphere kasalath MS00352,MGYA00261993,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
358,ERS1300982,rhizosphere kasalath MS00353,MGYA00261994,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
359,ERS1300983,rhizosphere kasalath MS00354,MGYA00261995,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
360,ERS1300984,rhizosphere kasalath MS00355,MGYA00261996,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
361,ERS1300985,rhizosphere kasalath MS00356,MGYA00261997,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
362,ERS1300986,rhizosphere kasalath MS00357,MGYA00261998,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
363,ERS1300987,rhizosphere kasalath MS00358,MGYA00261999,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
364,ERS1300988,rhizosphere kasalath MS00359,MGYA00262000,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
365,ERS1300989,rhizosphere kasalath MS00360,MGYA00262001,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
366,ERS1300990,rhizosphere W106 MS00361,MGYA00262002,138.937,GAZ:Japan;Japan,cropland biome,rice field,rhizosphere,plant-associated,60.0,35.117,Illumina HiSeq 2000,ERC000011,2016-08-19,rice,rice
